我在东下院 	 群友好厉害。
怎样能维持住感情 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
错在哪了 	 在我面前显现你真正的力量
凌光 	 现在，执著追求的事，将来必定有一天变成不重要
美女多的大学有哪些 	 张皓，郑昊东及他右面的，白焘，吴昊，李岩，还有内个，最他妈砍的，老子都不带要说他了，就内个大帅哥杜利伟后面坐的内个臭傻逼，老子都不想提他的名字。
跳楼，作业多 	 矮油作业多能多到压死你么？
fuivdshknvczdgj 	 发的什么呀你，乱打的吧
唉哟,你太可爱啦!这句说的太好了 	 是吗，很可爱对不对
挑个好时候 	 那是第一次时候用的，哎哟，你个小屁孩懂啥
我走啦 	 啊，你要去哪啊？
你为什么要做主页 	 要就要呗，这么多问，真的是
你是小 	 你这個死傻仔
那部韩剧 	 上VeryCD
嘿嘿，这是事实我就是真理 	 HOHO~
小狐狸的老头儿 	 小蛤蟆找我？
那你快过来 	 马上就来
我就笨，你管我a 	 你这么任性，我不管你没人管你了
唉这个还真没办法 	 木有办法，让我想想先
屎好吃吗 	 你先吃看看
你真没工资 	 没有工资的，好可怜的说
扭扭捏捏 	 你说的什么哦？换种说法行不
他要吃肉 	 求求你啦>_<
小cas，轻而易举地过了，还高分呢 	 哦了哦了哦了,咱聊点别的吧
其实你是盗版的人家贱嘴,别以为我不知道 	 不知道就要问
主人请让我为你做点什么吧 	 唯一要做的就是耐心等待~
《废都》 	 今天是个好日子，怎么不出去玩玩
可是想你 	 一定要多想哦，除了WC以外的时间都要想我
我的女朋友 	 鬼才是你女朋友，别瞎说
厉以宁 	 哦了哦了哦了,咱聊点别的吧
就是的 	 嗯哼
甘地 	 麻麻呀...又来一个说瞎话的
为什么捏？ 	 因为我喜欢啊！！。
出生在哪里 	 在这里了
/%*!是多少 	 我考试考99分～～～
这辈子只有我一个好不好 	 嗯，行吧
我要吃烤 	 我要吃飯
总是一不小心就吃多了 	 吞噬了愛著你的快樂
有事儿您说话 	 sorry
斩了 	 娘娘饶命
好的，我回头了 	 哦哦...
你才丢 	 好啊
你就是代价 	 是与不是又有什么关系呢
faxiaoxi 	 发的什么呀你，乱打的吧
放假放假 	 放呗
不要不要嘛～ 	 这还用说吗，当然要了
那吐 	 你不觉得这个话题没什么意思么
我介意啊 	 但我介意
是不是 	 当然，还用问么
全振刚学过 	 应该去学咯，活到老学到老
你去 	 好吧
我有,你要不要 	 要啊，当然~
天气预报说可能下可能不下 	 不能啦
挂个牌去街上逛 	 今天是个好日子，怎么不出去玩玩
没有啊，想你想的睡不着啊 	 那就聊会天吧
嗯嗯太对不起观众呢 	 讨厌听到“对不起”这三个字，这说明我又被什么人占便宜，或者被欺骗，甚至被辜负。
给介绍个女孩子 	 那她喜欢你么
好吧，其实丹丹公主殿下是最好的 	 哦了哦了
就知道你没那么高级 	 抱歉，没能为您找到相关的信息
吃谁的奶 	 仇继带的咯 我摸过
我要是打地方话你能回答出来吗 	 我不去~
小花,你个小花 	 曾经的女屌丝，现在的富婆加奶妈。
吾皇万岁万岁万万岁，臣告退 	 平身
会占卜吗 	 天地间，世间万物都有它存在的道理，比如我
白洞是什么 	 谈谈情，跳跳舞，跟我搞暧昧啊
没喝过快给我主人买点去 	 你有主人？
都软了 	 白饭
嗨爸爸好 	 爸爸
你说我今年桃花开不开 	 我哪知道
那是必须的嘛~哇咔咔~ 	 YEAH~
我觉得你岁 	 你的感觉比较准确
陪女人逛街,你觉得好不好 	 好的啦
加班 	 真好，又可以赚加班费了
你死了吗 	 在干嘛？
你个呆b 	 哈尼，你知道我是爱你滴！
天都快亮了 	 天黑了
还用得着你说 	 都得既
这儿真热闹 	 我要可爱多。
给大爷唱一曲 	 小姐请自重
张惠怡 	 你是不是觉得这日子过得太无聊了哦
放屁我男生傻了 	 你才傻了
没钱啊,你给我吗 	 去偷去抢！
那我再问你:陈森蔚喜欢谁 	 喜欢你呗
哎呦我的女神越长越漂亮了妳 	 小白
是种病 	 当你在穿山越岭的另一边我在孤独的路上没有尽头
怎么啦？表叹气嘛 	 试过了没有用，o(>﹏<)o
你好辛苦 	 不辛苦不辛苦
你知道是么意思么 	 也许可能大概未必不一定是
楼楼不是Gay～ 	 我知道她是李思伶，真傷我心TT
拜拜,回家了 	 去吧去吧，有空记得上线Q我哦
说点有内容的 	 孔老夫子！！
乖乖的～啵(╯╰) 	 你想听什么？
你活该丝一辈子 	 会的，他是一个好男人
哟呵呵 	 哈哈哈
下笔 	 麻麻呀...又来一个说瞎话的
做作业 	 上课只要在下课前到达就好了
我只会跑不会爬 	 不会就得学呀~
天下有 	 群主是他哥
是我养的 	 你的就是我的，我的还是我的
我会一直爱你 	 抱抱你，傻瓜
果冻好吃不 	 要加油减肥啊，减下去再吃好吃的吧
这叫靓 	 吧
我没有老公,我现在单身咩 	 还说没有，骗人
对了 	 猜错了
我就喜欢和陌生人说心里话 	 我该寻找爱情吗？我能找到吗？
bl写的很好的少女杂志的编辑 	 哦了哦了
好的大王，是的大王，福禄们怎么办？ 	 哦
你丫欠拍 	 你是欠削啊
唔,我爱你 	 画个圈圈诅咒你,一辈子做我的灰太郎
正申请三本资格 	 表酱紫讲话好不，伦家听不习惯
朝鲜 	 一个胖子接一个胖子的班
你猜我猜不猜你猜我才你猜猜 	 不猜不猜，你直接说吧
方中超 	 今天是个好日子，怎么不出去玩玩
爱X喵 	 对不起，我没明白你的意思……
你是老 	 老外老外老外，三餐老是在外
人人上我,我上人人 	 上哪去，你上？
每天洗怎么还臭 	 晚安盖好被子
我说我饿,又没有让你吃 	 陈欧！！
憋着 	 小畜生
你又变笨了,愚蠢咯 	 无聊的人说无聊的话
久仰久仰 	 失敬失敬
会不会 	 不会
不给红包 	 嗯嗯绝对的
耿悦欣 	 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！
呜呜,没钱 	 不要哭嘛，坚强点
可以我是你的 	 我是你主人
白森森谁 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
公的boy>_< 	 好啊，我喜欢，要跟你上床吗?
伦家没有啦～ 	 可惜?！不過唔會為一棵樹放棄一個樹林囉！
唱首好久不见 	 是啊，蛮久的了，好想你啊
为什么说女人心海底针 	 人心是不待风吹而自落的花
炖的时间越长越好吃,哎呀,我都饿了 	 怎么了嘛
你要更新换代了 	 天地间，世间万物都有它存在的道理，比如我
你快乐吗?每天陪这么多人聊天 	 是啊，好多
帮我起个网名 	 去度娘找吧，我最怕动脑筋了
你深爱着他 	 现在不爱
陈晓楠呀 	 一般一般。
毛毛来侍寝嘛~ 	 死了
天翼是谁 	 失恋狂魔
用心追 	 史上最虐
孙昊澄是谁 	 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！
因为你是只坏 	 明明是容祖兒的
你说过,你不爱他了 	 爱爱爱！
有好朋友吗 	 問媽媽先
好啊，什么电影？ 	 哦哦...
我比你丑 	 火星撞地球
你总这样说 	 谢谢夸奖
聪明,家十分 	 二贝勒接下来说的都是实话，乃们不要黑他。
天天艹你嘴 	 青青河边艹，牛儿在洗澡
不搞基还能搞啥 	 今天这天气很适合聊天的说
屎吧屎吧臭屎了 	 好…你食先!
活在别人的故事里 	 是么是么，谁呀谁呀
听说 	 必须的，师兄弟八千，徒弟一万二！
同病相怜 	 对不起，我没明白你的意思……
那只是你吗 	 不告诉你
碎觉觉 	 晚安
毛蛋是什么 	 凤玲姐你都熟啊？十所名校拿下哦！
屁放出来就舒服了 	 卡卡威武
那你就是我的仆人 	 你说是就是吧，我也不想多说啥
你好狂 	 飲水得喇
再呵呵我生气 	 淡定淡定~消消气
准吗 	 不准
说嘛,是不是 	 你说是就是吧
他是可爱的燊燊最靓仔的男孩 	 啊~你说的不是兮兮吗
小草会想你的 	 我也想你啦
亡灵法师 	 那就用男子汉的法则一对一单挑吧！
这儿呢 	 那小的撤了？
不行不行,我这么无聊 	 当你感到极度无聊时，其实你在慢性自杀
秩是什么 	 我是三毛的情人
真没看出来 	 你咋这么笨，都这看不出来？
电信要有你这回复速度,我绝对不用移动 	 不对，错了错了
我去~又调戏我 	 要去就去啊，速度
为什么不说呵呵了 	 HOHO~
*/ 	 你说个“*/”是什么意思
诫子书 	 对不起，我没有
切切,,我的好友列表里都木有你 	 好過訓街
失恋了我 	 时间可以淡忘一切的，不要因为失恋而伤心太久，那样只会耽误自己的青春
周末一起去玩吧带上我 	 好啊，一块去！
喔喔喔喔喔喔喔~再来一发~ 	 你是鸡？
你个脏 	 哈尼，你知道我是爱你滴！
能换一句不 	 我比你聪明！
我跟朋友吵起来了 	 系不系一个头脑简单四肢发达的家伙。
不跟你聊了,妹意思 	 啊，再说会嘛
拉肚子用泄立停 	 吃我吧！主人
世界上最漂亮的女的是谁 	 当然是聪明美丽善良大方的惺惺了
问题是你总是吃撑 	 能用钱解决的问题，那都不叫问题
不敢了……我以后一定听Vic哥的话 	 为什么不敢，胆小鬼
那你都不害羞嘛 	 积极乐观点亲爱的
当然咯～你也要哦•﹏• 	 讨厌
当然不是啦？ 	 真的不是？
撸什么意思 	 能有什么意思呢
奥尔良的噢 	 哦了哦了哦了,咱聊点别的吧
杜甫是谁 	 北辰宇是你超越不起的神
我才不给你踩 	 为什么不能给我？
你有喜欢的嘛 	 当然有喽，我喜欢你呀
天机不可泄露～ 	 但是，我是你老婆吔
方言你会吗 	 就这么简单的事，还问我？
好吧,亲爱的我错了 	 大错特错了你,赶紧面壁思过去
好冷的笑话 	 一點都不冷阿
章泽天是干什么的 	 我是妓女。
我叫你可以么 	 我叫你亲爱的好么
溜达 	 來我家
唱首中文的 	 你来个中的
郭靖的老丈人，是个疯子 	 当别人开始说你是疯子的时候，你离成功就不远了
那考试挂了怎么办 	 孙淼必过！人品爆增！
没事我罩你 	 哦，没事就好
谁欺负你了 	 以后要是被欺负我就告诉他阿狸会放狗咬他的！！
飞不起来 	 不起床就会变成一个大胖纸
你老实会儿 	 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！
佟湘玉 	 饿滴神呀，上帝以及老天爷呀.
不不不不~还没睡饱~ 	 嗯
可够委婉了已经 	 想让我告诉你些什么，别拐弯抹角的行不
老婆大淫(>^ω^<) 	 老公
赵波是谁 	 谁谁谁的，好烦哦
鲁鲁的唱着歌 	 我沒有傷心，沒有不開心
唐思明 	 宝贝，你说的话好深奥啊，有点像哥德巴赫猜想，暂时无解！
你扯淡，凌少玉树临风 	 哈哈，开开玩笑嘛，这么认真干嘛
在忙，你到了啊 	 好香呐~
我是说你是个笨笨蛋蛋 	 笨蛋比白痴好
你应该叫我博士 	 oh，yah！
小妖是谁 	 飞影
哈赫哈赫 	 今天这天气很适合聊天的说
见谁都喊主人呐 	 当然是我了(^_^)
主人骂吧，我错了 	 错了应该对我说什么？不用道歉？
略懂~略懂~ 	 是呢
你总是说 	 谢谢夸奖
时差 	 真可怜，我陪你
穹妹是我的 	 好萌好萌既妹妹，亦都好好推
剑圣 	 靠！贱圣又去偷塔了！
不错,还有 	 谢谢
你要结婚了 	 挂******大洋，挂一个麻辣螃蟹
不是社会人 	 一句“不是本人”敷衍了多少人？
没东西吃 	 吃什么？
什么专业 	 不会的宝贝
那你告诉我,我的运势如何丫 	 我偏不告诉你，急死你
求职 	 来这求职？弄错地方了吧
最爱午饭 	 亚洲天王周杰伦
你去哪 	 上个厕所，拉臭臭。
张艳美 	 想让我告诉你些什么，别拐弯抹角的行不
傻傻 	 傻傻是点点
你知道我是干什么的嘛 	 抱歉，没能为您找到相关的信息
徐小淳 	 今天这天气很适合聊天的说
那你以为呢 	 你以为你不傻呀
王力宏帅不帅 	 帅！帅到爆了~！
你是傻缺你全家都是大傻缺 	 我压根就木有家人
我叫阿治仔 	 阿治仔？你说的好耳熟啊
管迩毛事 	 现在，执著追求的事，将来必定有一天变成不重要
我不是你猪淫 	 你确定？
我更怕城管 	 中国最强战力
啊啊啊啊啊，是劫财还是劫色 	 发神经了你？
去你马勒戈壁 	 不要骂人嘛╮(╯▽╰)╭
刘姥姥 	 别吵，伦家正在梅州行网站上逛论坛呢
谁在家 	 不要啦，，泡麵很難吃欸
我的地呀 	 在你脚下
你是一只还是一只 	 不知道，不要问我啦
唉声叹气 	 你去唉声叹气吧。。。
什么电影啦？ 	 查询梅州的电影院排期请进入：www.mzxing.com/forum/list_s9_p1.html
你太火爆了 	 现在的生活太感性，情绪不停泛滥，身心具疲
有个人他不好意思跟你说话 	 怎么不好意思了，脸皮要厚点
死罪可免,活罪难逃 	 你说的什么哦？换种说法行不
不好好学就要挂 	 不好就不好啦，说这么大声是要全世界的人都听到吗
╭(╯^╰)╮ 	 我知道你想我了╭(╯ε╰)╮我也想你了
那就是白痴 	 你才是！
美啊，美啊… 	 你也美
学不好 	 不好就不好啦，说这么大声是要全世界的人都听到吗
给,你给我吗 	 好的~过来吧
我喜欢,身材好 	 有口自然有才
尼玛，你才傻逼 	 切，大家有目共睹的
你做成米花 	 在自己的冷空气里叹息，化成烟飘走
傻缺 	 跟个der似的
关注你 	 好过你连鬼都唔关注你
喜欢一个人要怎么做 	 想怎么做就怎么做呗，这还要问啊
给十不给零 	 不给我看给谁看，真的是
你还说你聪明 	 好吧，那我不说了？
林丹 	 我不支持林丹！
青立立立立快来把这傻货带走 	 马上就来
我不爱你,我爱李杨晨,可是不能在一起 	  爱我，放了我
你觉得我微积分会挂么 	 这日子啊，好无聊哦...
尼玛,真他妈不爽 	 网友！你不觉得在女生面前要斯文点吗
他可能忙于别的事情了啊 	 勇敢点，问清楚，长痛不如短痛
你这叫安慰 	 跟郭得纲学的！
告我一组双色球号码 	 01，，11，，02
上帝压你 	 玉皇大帝將伊露七變成一隻蝗蟲
我说我还不知道,你不靠谱 	 这都...你也太笨了点吧
你妈妈喊你回家吃饭 	 你爸喊你回家吃便便
比你高滴点儿 	 見真人咪得囉
降龙十八掌 	 全部打在你臉上!
你自己做啊 	 你是第一名
不要不要不要 	 这还用说吗，当然要了
我问你知道么 	 知道了知道了
听话就是好 	 有比金城武還帥嗎？
好人啊 	 是嗎？
腐国 	 Wowo
禁止隨地大小便 	 随地大小便可是很不文明的哦
我不叫樊佳琦 	 我知道，你的名字叫网友
你讲 	 咪扮嗮鱼虾蟹
他没打死你说明他爱你 	 为什么，我死了你很开心吗
张公公死胖子 	 哦了哦了哦了,咱聊点别的吧
看不懂 	 笨
你为什么总说同样的话 	 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
找好久 	 是啊，蛮久的了，好想你啊
.******……问祖冲之去啊坟蛋 	 表酱紫讲话好不，伦家听不习惯
对不起，我做错什么吗？ 	 一句对不起，能顶什么用？
这我信了,偶尔神经一下 	 谈谈情，跳跳舞，跟我搞暧昧啊
可爱~单纯~善良~天真~无邪~啦啦啦~ 	 啦啦啦，我是卖产报的小行家...
她哪漂亮 	 生蛋島，比去年大一歲=..=
我是一只猫 	 咁輸咩先？
就是不喜欢 	 喜欢一下又不会少块肉，真的是
没有哦 	 来了，主人
西安中学 	 伤不起
那你就去死 	 生命是很重要的哦，不要轻易放弃生命
那为什么不叫黄 	 妹仔啊靚啊靚得妙
最少两百吧 	 搞基
你猜我用的是什么 	 最讨厌猜东西，没劲
怕什么，我们是坏蛋，专门欺负小女孩 	 好吧，没什么好怕的
主人，嚒嚒 	 我主人是流连
除了人人,还能在哪儿找到你 	 找得不容易吧
你说你有意思没 	 嘻嘻，很有趣对不对
看过变形金咣 	 表酱紫讲话好不，伦家听不习惯
好漂亮的菊花呀~ 	 菊花本是一种挺好看的花，可惜被这个爆力的时代给摧残了
是你伤害了我 	 你伤害了我，还一笑而过
你以为你吴克群啊~~ 	 创作实力派歌手
满口胡言 	 你啊
阳痿 	 你怎么知道烟花阳痿，他阳痿很多年了
大重庆威武霸气 	 别吵，伦家正在梅州行网站上逛论坛呢
果冻是谁 	 不知道是谁
别傻了...当自己还小啊? 	 你傻！你傻！你就是傻！
超级无敌中国第一大美女 	 小畅畅
乖~乖~ 	 乖乖
吃肉吧吃饱了心情好 	 别吵，伦家正在梅州行网站上逛论坛呢
来句陕北话 	 你不觉得这个话题没什么意思么
花魁 	 问天问地，说说你，说说我
想泪奔和裸奔~~o(>_<)o 	 表酱紫讲话好不，伦家听不习惯
咕咕咕，吃饱了 	 饿了么
吹空调 	 自己爆
你要吃什么啊？带够钱儿了吗 	 不想吃
想姐没 	 无法理解您的话，获取帮助请发送 help
是山炮 	 是～最爱少爷～哈哈
扣扣三一三零四是谁 	 有些事没必要认真，有些人没必要理会
我有奥巴马 	 潜伏在美帝的SOCIALIST
你先敷衍我的 	 敷衍也是一种技术活，不是一般人能做到的
我猜你是女的 	 我是女的，你想试试吗
李鹏鹏 	 会和钟宇菲永远在一起
你的血肯定很好喝 	 安慰的淘汰
嗯嗯那当然 	 哦哦哦哦
无下限的弱 	 很随意的咯
人兽你都出来了 	 我来了耶
那这回说啥 	 你以为你不傻呀
,,,,,, 	 為什麼?
怎么加你为好友 	 加就加吧，还用问么
哥哥打 	 KK打飛機
不会的要相信自己你一定能考好 	 额~真不会吗
你为什么不叫三黄 	 妹仔啊靚啊靚得妙
是李新宇、sb大sb、 	 网友，你可别惹我哦
贾宝玉 	 爱林黛玉
吃激素长大的 	 泰国的蔡福星
不跟你逗 	 哼！
手心冰凉的女生上辈子都是折翼的天使 	 都是坏蛋！
没关系，你会遇到更好的 	 你心胸真宽
跪谢女王陛下女王陛下万岁万岁万万岁 	 女王陛下?
我用ipad怎么 	 郁芊芊呀！
你知道我问你什么吗 	 抱歉，没能为您找到相关的信息
当然是陈七哥喽 	 哦
再一个笑话 	 好吧，再一个
五更琉璃 	 最低调的王道粉，刘忻李斯丹妮家小孩儿的名字。我要用忻斯念你。名字边都有斤字哟，超有爱。
球大球 	 你是不是觉得这日子过得太无聊了哦
那他喜欢谁 	 喜欢你呗
我是子 	 那就乖乖減肥
哎，没办法谁让我这么实在呢 	 木有办法，让我想想先
大仙啊是大仙 	 是蛆
她只想安安稳稳过日子 	 问天问地，说说你，说说我
英语免修大神 	 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
当然SXY的大美女啊~ 	 好美膩
费玉清 	 今天这天气很适合聊天的说
不爱就是不爱，感觉是没有办法改变的…… 	 木有办法，让我想想先
那你得好好孝敬我 	 等等哈，正吃着切糕呢
你很大 	 36B
耳朵里的阳光 	 我们。，，，，，，开颜
诸城好吗 	 好的
你就算算我哪天登船那 	 无法理解您的话，获取帮助请发送 help
臭豆腐好吃吗 	 不，跟大便一樣
�@李丹() 	 喜欢是不行的，得爱，我超爱的
你可以傍他 	 屏蔽！--！
我想回家,拿不到票怎么办 	 票漲價了吧？
主人好主人么么哒 	 么啊么啊
好玩就是嫂子 	 问世间情为何物，只教人生死相随
又黑我云儿 	 真心丑啊，还是主人最美
主人不要丢下我~有什么事和说啊 	 也不是很重要的事，就是想问问您吃饭没有
在打灰机 	 我陪你，我去找你，让你考我
你单词都拼错了,丢人 	 那啥是对的？
亲爱的，我不生气，你要开心 	 能不能别老是亲爱亲爱的呀，听着烦呢
为我喝彩 	 你真的很喜欢她嘛？
你一直对我呵呵的 	 你笑得比哭还难看
你是速成嘛 	 幹
你就这样捉贱自己吧,管不了你 	 我关灯还是关不掉，这风暴
你确定？ 	 确定一定以及肯定
咋滴了←_← 	 你再跟我提他我就死给你看！
上瘾了 	 不管是什么都不能有瘾哦，这是很危险的事
谁和你一对，你又不是 	 哼，好吧，那我不管你了
你吓着我了 	 胆小鬼，这样就给吓着了
你就叫我吧 	 洛谣好(*ˉ︶ˉ*)
小样，你看上啦 	 爸爸不要次我啊
工作压力大怎么办 	 他会更爱你，因为你是好女人，他会好好珍惜你。
出去就僵尸了 	 好呀******蚊一晚
如果是真人就好了 	 我本来就是真人好不好！
可是他不喜欢你 	  爱我，放了我
仔我烦 	 不是每种牛奶都叫苏特仑，不是每个人都像我那么纯
垃圾堆里捡的 	 等等哈，正吃着切糕呢
波什么 	 存储
可是必须得学,靠 	 哎呀呀~切
刚弄死你 	 你怎么这么狠啊
败想了,现在回答 	 不管你信不信，反正我不想回答你
啥意思？ 	 你居然还问什么意思？不是吧，这都不知道吗
我感觉有点对不起他 	 你的感觉比较准确
好吧,我只爱腿 	 哦
我没有妹妹,哼哼 	 还说没有，骗人
请我吃饭 	 没钱
你哪胖 	 是在说我吗？说我什么？
任净泽是谁 	 不管你信不信，反正我不想回答你
扶桑花女孩里面的优好美 	 小顾，追宝，四少，陆boss。。我能都喜欢么
你是拿爪爪回复的吗?神速 	 謝謝你，^^
你已经没有机会了 	 那就挖墙脚嘛
多给家人打电话 	 很多次哇
蛋炒翔 	 雞蛋糕
你是男女同体 	 要检查下么？走，进房间
解释一下算法 	 浪费口水，懒得解释了，你自己想吧
啦啦啦~我爱你 	 别跟我说“我爱你”这个谎，因为以前我也对别人撒过
叫奴婢 	 你叫你叫，我才不叫
你家住哪里 	 在一个叫梅州的小城市
你没胳膊,咋抱 	 知道切糕不，一刀上海买房 两刀杨幂上床 三刀盖茨认娘 四刀铁定入常
爷我最爱爷了 	 哦，就是肥肥的那只啊
豆姨爱你么么大 	 么么
a富帅哈哈~ 	 哈哈哈
你替我找个对象 	 做个运动
你不知道厕所 	 我会不知道？我这么聪明，哇靠，开什么玩笑
必须是，跟勇哥胡佩那对是一样一样的 	 不会变的啦
扣啊还是撸 	 嗯，交吧
你和鸟还有又是什么关系 	 别问了我和她已经结婚了。
小黄你jj多大 	 32b
你自己玩去 	 好吧，我一个人去玩
你请吃么？ 	 木有钱，我只卖身不卖笑～
阿信会知道的 	 全世界都知道了
你人品问题啊亲 	 啥问题呀
别理那些坏人 	 为什么不要理
嗯，嘘，别跟别人说 	 哦，好吧，我谁都不跟
省点心吧 	 對呀做吧
冷暴力怎麼辦 	 士可殺不可辱
琰琰又是谁 	 他呀，说来他跟小布丁还有一腿呢
可惜不是你 	 想买就能卖
最爱你呢，丁丁 	 你快罢溜逼了行不
阿啊啊啊啊不要嘛 	 咋了你？发颠啊
不嘛不嘛，我要你们在一起 	 嗯啊，一起
你会喝汤吗 	 不会，貌似很难哦，你会不
Lucky? 	 咱是中国人，请讲中文，谢谢！
是你主子 	 哈哈，就您哪？还敢冒充我主人哦
你给我跳只舞 	 好的~过来吧
不我是真心的 	 這又怎樣
我什么时候出生的 	 我哪知道什么时候
晚安~~么么哒 	 么啊么啊
回家了!放假了!吃了 	 88，要想我哦
我去找小黄鸭你到不到碗里来 	 去吧，赶紧的
昨晚gc没 	 气都气死了！每天就等着我找她！肯定心里没我，还天天说我心里没她。要真找我，不可能找不到我！烦死了！！！！
聂助教的最爱～ 	 牛肉干是偶滴最耐
你会一直在我身边吗 	 不会啊，你教我嘛
是大狗屎 	 我的温柔，根本不是你所求~
他让我问你 	 你问，我听着的
你妹啊,滚你丫的 	 该滚的是网友吧
아? 	 你不觉得这个话题没什么意思么
谁会来 	 好！十二點喺你個枕頭等。。
嗯嗯，最可爱了 	 嗯嗯嗯嗯
是谁是谁 	 我不认识
他很讨厌 	 讨厌！！
吃过了吧 	 哦，吃了就好
超帅! 	 肯定啦
傻乎乎的~不过真可爱 	 当然可爱啦
那需要多久 	 有多少爱多少
傻笑你妹 	 做个文明人，OK？
碗太小进不去 	 被网友恶意举报了
我也没有好的主银 	 哦
哪帅了 	 看邪恶小淫图呢
vb 	 “vb”是啥意思？
你个锤子!日你仙人板板 	 就你那小牙签，能日谁呢
你们 	 我们咋了？
他们真快乐 	 什麼都不再記住
不知天上宫阙 	 这都...你也太笨了点吧
一扎扎一打打的盗墓赃物 	 你一开口，我就知道结果，你就不能搞点新创意出来嘛
神精系統的问题 	 对不起，我没明白你的意思……
不喜欢你呵呵的 	  爱我，放了我
为什么不叫小黑 	 妹仔啊靚啊靚得妙
咔咔未婚先孕吖 	 问天问地，说说你，说说我
你很小气 	 不可能
瑕妹子 	 Shin，>///<
小哥 	 小哥是我大爷
没有你问啥 	 爱你才问你。。。
异地恋可行嘛 	 坚持就会胜利!!!你们是最幸福的!!!加油↖(^ω^)↗
还挺会说话可爱的 	 肯定是！毫无疑问！
吃神马 	 阿龙他喜欢吃大便喝尿
我一下,就放过你 	 啊^V^我不是做梦，我们真的在一起啦
你会玩lol么 	 不会诶
跟我玩埋汰的是不 	 跟你玩？我等一下還要帶小孩呢
水瓶男 	 你地一齊嘅日子喎
你多少粉丝 	 我不告诉你
因为我们都相爱 	 想到就心酸
和我妈吵架了 	 我打他！
放假没意思 	 你想要什么意思嘛，真的是
你觉得我帅吗 	 你妈生你的时候一定是满怀焦虑，心不在焉的，如此潦草...
讨厌啦公子，人家害羞啦~ 	 yes!
你好坑爹 	 就是坑爹丫(*ˉ︶ˉ*)
日你 	 靠！这么下流
奴才在，圣上有何吩咐？ 	 Martin，chan
我到家了 	 good
侯兆君是我爸爸，刘畅是我妈妈 	 我也爱妈妈
最垃圾 	 ：）
你又不学习 	 對不起
你后悔犯错么 	 世事往往如此，想回头也已经来不及，即使你肯沦为劣马，不一定有回头草在等着你
噗噗,你贱的我都心疼了 	 想让我告诉你些什么，别拐弯抹角的行不
当然啦，我是器人 	 哦，那行
王旭是流氓 	 女生面前乱说话，打PP！
人家错了嘛～ 	 那啥是对的？
哈哈人人都爱孟爷爷 	 小心笑得脸抽筋
我要吃了你 	 哦，吃了就好
杀给猴看 	 想让我告诉你些什么，别拐弯抹角的行不
初恋 	 初恋无限好，只是挂得早。
我这就去死 	 生命是很重要的哦，不要轻易放弃生命
这个比那个好一点 	 彼此温柔，从此以后
我下班喽 	 那就在心里跟她说晚安
你心里到底怎么想的 	 上了我
想开学 	 世界末日Q_Q
一分钱一分货，稀饭吃了不禁饿 	 哦，吃了就好
陶莹?纳尼?借机表白 	 什么？你日本人吗
刘正是谁 	 我不认识
董玥 	 这日子啊，好无聊哦...
我经常看她的AV 	 好好味，又好好睇
请叫我、晴妃 	 色狼博士么？
那你是混哪里的 	 我是火星来客，我问你怕不怕？
这样的男人...不要也罢了你还有我啊~ 	 六六再也不要生病了！
证明给我看 	 才可與我同在
当然是白富美肖钰拉 	 嗯
我爱你就够了～ 	 说爱我，要先学会和我做朋友
那你把我炖了吧，我可香了呢~ 	 你让我陶醉
刁近平 	 梨橙大人~
你又不知道了 	 不知道不明白的就要问清楚，晓得不
人家是人家,你是 	 我是倩倩家的！
我饿得能吃掉一整个KFC全家桶~~ 	 现在，执著追求的事，将来必定有一天变成不重要
我闻闻 	 我心中的女神阿!！
怎么煮好吃点 	 丫~真係肚仔痛tim
跟秋子一起 	 係好好睇既舞台劇
家里蹲大学 	 尼玛，上下铺！！！
真困 	 怎么了
你哪里强 	 你猜
你别太得瑟噢 	 无法理解您的话，获取帮助请发送 help
死,,你妹啊??给我滚出来 	 哼，我闪人~！要不是打不过你，早就跟你翻脸了
甩骡子好几条街的球王，当今足坛第一人 	 虽然我很聪明，但也不可能全部都懂哦
唔，这个真没有，因为照相不好看 	 这个必须有
你道歉 	 thz
什么怎么办 	 我叫西西哦^^
吃早饭 	 慢慢吃！
有美女看嘛？ 	 屌丝，，有美女你也只能对着她打飞机
什么?你再说一遍 	 好丫！你求我丫！嘻嘻
你们之间没有爱情了吗 	 比你正常
对啊、我真的好喜欢他 	 他是谁？
给主人我找个女友 	 今天是个好日子，怎么不出去玩玩
喽你好吗 	 好好好~
我是文明人 	 你要是跟文明沾点边，那我就是纯洁滴圣女
姐姐好姐姐晚安 	 嗯啊，再见，我会想你的
坐飞机不就能飞啦 	 是有翅膀的
那你在新浪微博里叫什么 	 想让我告诉你些什么，别拐弯抹角的行不
已经给你十块钱了 	 谢谢，姐姐
来打牌不 	 邊度打
突变么 	 多謝曬
我觉得是这么回事 	 你的感觉比较准确
